myFlowerExperiment | INFO flwr 2023-10-11 22:09:49,782 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-14 00:19:15,240 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:19:15,241 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:19:15,241 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-14 00:19:18,947 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:19:49,626 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:19:49,662 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:19:49,662 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:19:53,217 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:19:53,217 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:19:53,218 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:20:19,068 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-14 00:20:19,096 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:20:21,686 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-14 00:20:21,686 | server.py:147 | FL finished in 66.4451835
myFlowerExperiment | INFO flwr 2023-10-14 00:20:21,686 | app.py:218 | app_fit: losses_distributed [(1, 0.40592466791470844), (2, 0.32057736317316693)]
myFlowerExperiment | INFO flwr 2023-10-14 00:20:21,686 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-14 00:20:21,686 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-14 00:20:21,686 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-14 00:20:21,686 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-15 10:21:13,368 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 10:21:13,399 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 10:21:13,399 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 10:21:13,399 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 10:25:50,848 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 10:25:50,848 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 10:25:50,848 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 10:25:56,025 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:08,856 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 10:26:08,865 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:08,865 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:09,130 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 10:26:09,130 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:09,130 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:21,367 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:21,375 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:26:21,528 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-15 10:26:21,528 | server.py:147 | FL finished in 30.67975039999999
myFlowerExperiment | INFO flwr 2023-10-15 10:26:21,529 | app.py:218 | app_fit: losses_distributed [(1, 2.1286586125691733), (2, 1.1150083144505818)]
myFlowerExperiment | INFO flwr 2023-10-15 10:26:21,529 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-15 10:26:21,529 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-15 10:26:21,530 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-15 10:26:21,530 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-15 10:34:04,634 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 10:34:04,648 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 10:34:04,648 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 10:34:04,648 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 10:34:13,029 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 10:34:13,030 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 10:34:13,030 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:18,127 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:39,431 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 10:34:39,437 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:39,437 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:40,121 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 10:34:40,121 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:40,121 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:52,496 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:52,502 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 10:34:52,869 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-15 10:34:52,869 | server.py:147 | FL finished in 39.839236799999995
myFlowerExperiment | INFO flwr 2023-10-15 10:34:52,869 | app.py:218 | app_fit: losses_distributed [(1, 2.005224426587423), (2, 0.7638482252756754)]
myFlowerExperiment | INFO flwr 2023-10-15 10:34:52,869 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-15 10:34:52,869 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-15 10:34:52,869 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-15 10:34:52,869 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-15 11:23:24,040 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 11:23:24,056 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 11:23:24,056 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 11:23:24,056 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 11:24:46,901 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 11:24:46,901 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 11:24:46,901 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 11:26:58,871 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | INFO flwr 2023-10-15 11:29:58,207 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 11:29:58,207 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 11:29:58,207 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 11:29:58,207 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 11:30:22,811 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 11:30:22,812 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 11:30:22,812 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 11:30:39,513 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:30:46,489 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 11:30:46,497 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 11:30:46,498 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:30:47,289 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 11:32:47,745 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:32:54,560 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 11:32:54,566 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:32:55,442 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-15 11:32:55,442 | server.py:147 | FL finished in 152.6303444
myFlowerExperiment | INFO flwr 2023-10-15 11:32:55,443 | app.py:218 | app_fit: losses_distributed [(2, 1.43046036362648)]
myFlowerExperiment | INFO flwr 2023-10-15 11:32:55,443 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-15 11:32:55,443 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-15 11:32:55,443 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-15 11:32:55,443 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-15 11:35:21,881 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 11:35:21,898 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 11:35:21,898 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 11:35:21,898 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 11:35:41,754 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 11:35:41,754 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 11:35:41,754 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 11:35:49,197 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:35:55,902 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 11:35:55,908 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 11:35:55,908 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:35:56,725 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 11:35:56,726 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 11:35:56,726 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:36:02,858 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 11:36:02,864 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 11:36:03,442 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-15 11:36:03,442 | server.py:147 | FL finished in 21.687267900000002
myFlowerExperiment | INFO flwr 2023-10-15 11:36:03,442 | app.py:218 | app_fit: losses_distributed [(1, 1.529166539510091), (2, 1.1658697724342346)]
myFlowerExperiment | INFO flwr 2023-10-15 11:36:03,442 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-15 11:36:03,442 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-15 11:36:03,443 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-15 11:36:03,443 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-15 12:00:27,941 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 12:00:27,941 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 12:00:27,941 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 12:00:27,941 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 12:01:46,920 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 12:01:46,921 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 12:01:46,921 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 12:01:52,334 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:03,362 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 12:02:03,404 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:03,404 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:05,069 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 12:02:05,069 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:05,069 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:15,511 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:15,548 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:02:17,231 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-15 12:02:17,232 | server.py:147 | FL finished in 30.310825500000007
myFlowerExperiment | INFO flwr 2023-10-15 12:02:17,232 | app.py:218 | app_fit: losses_distributed [(1, 0.7308695912361145), (2, 0.5356198151906332)]
myFlowerExperiment | INFO flwr 2023-10-15 12:02:17,233 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-15 12:02:17,233 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-15 12:02:17,233 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-15 12:02:17,233 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-15 12:03:48,478 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-15 12:03:48,494 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-15 12:03:48,494 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-15 12:03:48,494 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 12:04:36,692 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-15 12:04:36,692 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-15 12:04:36,692 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-15 12:04:41,569 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:04:53,331 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 12:04:53,363 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 12:04:53,363 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:04:54,842 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-15 12:04:54,842 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-15 12:04:54,843 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:05:03,953 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-15 12:05:04,007 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-15 12:05:05,657 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-15 12:05:05,658 | server.py:147 | FL finished in 28.965167900000004
myFlowerExperiment | INFO flwr 2023-10-15 12:05:05,658 | app.py:218 | app_fit: losses_distributed [(1, 0.8053275942802429), (2, 0.5324634810288748)]
myFlowerExperiment | INFO flwr 2023-10-15 12:05:05,659 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-15 12:05:05,659 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-15 12:05:05,659 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-15 12:05:05,659 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-16 11:36:36,016 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-16 11:36:36,042 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-16 11:36:36,042 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-16 11:36:36,042 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-16 11:38:31,669 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-16 11:38:31,669 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-16 11:38:31,669 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-16 11:38:36,493 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:38:58,900 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-16 11:38:58,943 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-16 11:38:58,943 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:39:00,716 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-16 11:39:00,717 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-16 11:39:00,717 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:39:21,423 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-16 11:39:21,459 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:39:22,967 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-16 11:39:22,968 | server.py:147 | FL finished in 51.2980007
myFlowerExperiment | INFO flwr 2023-10-16 11:39:22,968 | app.py:218 | app_fit: losses_distributed [(1, 0.6865000128746033), (2, 0.5596983333428701)]
myFlowerExperiment | INFO flwr 2023-10-16 11:39:22,969 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-16 11:39:22,969 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-16 11:39:22,969 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-16 11:39:22,969 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-16 11:45:26,883 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-16 11:45:26,914 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-16 11:45:26,914 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-16 11:45:26,914 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-16 11:45:34,526 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-16 11:45:34,526 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-16 11:45:34,526 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-16 11:45:38,887 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:00,975 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-16 11:46:01,024 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:01,025 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:03,443 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-16 11:46:03,444 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:03,444 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:24,153 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:24,189 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-16 11:46:25,720 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-16 11:46:25,721 | server.py:147 | FL finished in 51.19097599999999
myFlowerExperiment | INFO flwr 2023-10-16 11:46:25,722 | app.py:218 | app_fit: losses_distributed [(1, 0.7311895688374838), (2, 0.4605344533920288)]
myFlowerExperiment | INFO flwr 2023-10-16 11:46:25,722 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-16 11:46:25,722 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-16 11:46:25,722 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-16 11:46:25,722 | app.py:222 | app_fit: metrics_centralized {}
